"Order ID","User Email",Company,"Restaurant Name","Total Paid",SubTotal,Discount,"Company Contribution",Payment,"Order Status","Transaction ID","Date Completed"
315,test@orderapp.com,Test,,22,22,0,0,,delivered,N/A,"2017-07-13 11:57:00"
316,test@orderapp.com,Test,,43,43,0,0,,delivered,N/A,"2017-07-13 12:15:20",
330,test@orderapp.com,Test,,0,10,10,0,,delivered,N/A,"2017-07-17 07:39:28",,
332,test@orderapp.com,Test,,25,35,0,0,,delivered,N/A,"2017-07-17 07:45:55",,,
333,test@orderapp.com,Test,,10,10,0,0,,delivered,N/A,"2017-07-17 08:23:01",,,,
334,test@orderapp.com,Test,,10,10,0,0,,delivered,N/A,"2017-07-17 08:54:23",,,,,
336,test@orderapp.com,Test,,25,25,0,0,,delivered,N/A,"2017-07-17 10:55:58",,,,,,
337,test@orderapp.com,Test,,10,10,0,0,,delivered,N/A,"2017-07-17 11:53:14",,,,,,,
338,test@orderapp.com,Test,,10,10,0,0,,delivered,N/A,"2017-07-17 12:04:35",,,,,,,,
339,test@orderapp.com,Test,,10,10,0,0,,delivered,N/A,"2017-07-17 12:36:35",,,,,,,,,
340,test@orderapp.com,Test,,11,11,0,0,,delivered,N/A,"2017-07-17 12:39:51",,,,,,,,,,
341,test@orderapp.com,Test,,55,55,0,0,,delivered,N/A,"2017-07-17 13:46:41",,,,,,,,,,,
344,test@orderapp.com,Test,,46,66,0,0,,delivered,N/A,"2017-07-18 07:22:09",,,,,,,,,,,,
350,test@orderapp.com,Test,,10,10,0,0,,delivered,N/A,"2017-07-18 11:43:34",,,,,,,,,,,,,
351,test@orderapp.com,Test,,15,35,0,0,,delivered,N/A,"2017-07-19 08:20:27",,,,,,,,,,,,,,
358,test@orderapp.com,Test,,90,90,0,0,,cancelled,N/A,"2017-07-19 12:22:21",,,,,,,,,,,,,,,
366,test@orderapp.com,Test,,15,35,0,0,,delivered,N/A,"2017-07-20 10:25:37",,,,,,,,,,,,,,,,
377,test@orderapp.com,Test,Meshulashim,65,65,0,0,CASH,delivered,N/A,"2017-07-23 12:17:47",,,,,,,,,,,,,,,,,
378,test@orderapp.com,Test,Meshulashim,10,10,0,0,CARD,delivered,34657831,"2017-07-23 12:19:49",,,,,,,,,,,,,,,,,,
